date,sku,opening_stock,received_units,units,closing_stock
2024-09-18,71053,286,0,10,276
2024-09-19,71053,276,0,11,265
2024-09-20,71053,265,0,13,252
2024-09-21,71053,252,0,14,238
2024-09-22,71053,238,0,12,226
2024-09-23,71053,226,0,10,216
2024-09-24,71053,216,0,12,204
2024-09-25,71053,204,0,10,194
2024-09-26,71053,194,0,11,183
2024-09-27,71053,183,0,11,172
2024-09-28,71053,172,0,13,159
2024-09-29,71053,159,0,13,146
2024-09-30,71053,146,0,12,134
2024-10-01,71053,134,0,12,122
2024-10-02,71053,122,0,10,112
2024-10-03,71053,112,0,12,100
2024-10-04,71053,100,0,12,88
2024-10-05,71053,88,0,14,74
2024-10-06,71053,74,0,13,61
2024-10-07,71053,61,176,11,226
2024-10-08,71053,226,0,11,215
2024-10-09,71053,215,0,11,204
2024-10-10,71053,204,0,12,192
2024-10-11,71053,192,0,12,180
2024-10-12,71053,180,0,13,167
2024-10-13,71053,167,0,13,154
2024-10-14,71053,154,0,9,145
2024-10-15,71053,145,0,12,133
2024-10-16,71053,133,0,12,121
2024-10-17,71053,121,0,13,108
2024-10-18,71053,108,0,13,95
2024-10-19,71053,95,0,15,80
2024-10-20,71053,80,0,14,66
2024-10-21,71053,66,173,12,227
2024-10-22,71053,227,0,10,217
2024-10-23,71053,217,0,11,206
2024-10-24,71053,206,0,12,194
2024-10-25,71053,194,0,12,182
2024-10-26,71053,182,0,15,167
2024-10-27,71053,167,0,14,153
2024-10-28,71053,153,0,11,142
2024-10-29,71053,142,0,12,130
2024-10-30,71053,130,0,11,119
2024-10-31,71053,119,0,13,106
2024-11-01,71053,106,0,12,94
2024-11-02,71053,94,0,15,79
2024-11-03,71053,79,0,13,66
2024-11-04,71053,66,0,11,55
2024-11-05,71053,55,188,12,231
2024-11-06,71053,231,0,11,220
2024-11-07,71053,220,0,13,207
2024-11-08,71053,207,0,14,193
2024-11-09,71053,193,0,14,179
2024-11-10,71053,179,0,15,164
2024-11-11,71053,164,0,12,152
2024-11-12,71053,152,0,13,139
2024-11-13,71053,139,0,12,127
2024-11-14,71053,127,0,12,115
2024-11-15,71053,115,0,13,102
2024-11-16,71053,102,0,13,89
2024-11-17,71053,89,0,13,76
2024-11-18,71053,76,0,10,66
2024-11-19,71053,66,177,13,230
2024-11-20,71053,230,0,11,219
2024-11-21,71053,219,0,11,208
2024-11-22,71053,208,0,13,195
2024-11-23,71053,195,0,14,181
2024-11-24,71053,181,0,15,166
2024-11-25,71053,166,0,12,154
2024-11-26,71053,154,0,11,143
2024-11-27,71053,143,0,12,131
2024-11-28,71053,131,0,13,118
2024-11-29,71053,118,0,12,106
2024-11-30,71053,106,0,15,91
2024-12-01,71053,91,0,13,78
2024-12-02,71053,78,0,12,66
2024-12-03,71053,66,175,12,229
2024-12-04,71053,229,0,11,218
2024-12-05,71053,218,0,11,207
2024-12-06,71053,207,0,13,194
2024-12-07,71053,194,0,16,178
2024-12-08,71053,178,0,13,165
2024-12-09,71053,165,0,11,154
2024-12-10,71053,154,0,12,142
2024-12-11,71053,142,0,11,131
2024-12-12,71053,131,0,13,118
2024-12-13,71053,118,0,14,104
2024-12-14,71053,104,0,13,91
2024-12-15,71053,91,0,13,78
2024-12-16,71053,78,0,12,66
2024-12-17,71053,66,0,11,55
2024-12-18,71053,55,191,12,234
2024-12-19,71053,234,0,13,221
2024-12-20,71053,221,0,13,208
2024-12-21,71053,208,0,14,194
2024-12-22,71053,194,0,13,181
2024-12-23,71053,181,0,12,169
2024-12-24,71053,169,0,12,157
2024-12-25,71053,157,0,13,144
2024-12-26,71053,144,0,11,133
2024-12-27,71053,133,0,12,121
2024-12-28,71053,121,0,15,106
2024-12-29,71053,106,0,15,91
2024-12-30,71053,91,0,12,79
2024-12-31,71053,79,0,13,66
2025-01-01,71053,66,0,11,55
2025-01-02,71053,55,188,13,230
2025-01-03,71053,230,0,12,218
2025-01-04,71053,218,0,13,205
2025-01-05,71053,205,0,15,190
2025-01-06,71053,190,0,10,180
2025-01-07,71053,180,0,11,169
2025-01-08,71053,169,0,13,156
2025-01-09,71053,156,0,13,143
2025-01-10,71053,143,0,14,129
2025-01-11,71053,129,0,15,114
2025-01-12,71053,114,0,13,101
2025-01-13,71053,101,0,11,90
2025-01-14,71053,90,0,11,79
2025-01-15,71053,79,0,13,66
2025-01-16,71053,66,174,12,228
2025-01-17,71053,228,0,12,216
2025-01-18,71053,216,0,14,202
2025-01-19,71053,202,0,14,188
2025-01-20,71053,188,0,10,178
2025-01-21,71053,178,0,12,166
2025-01-22,71053,166,0,13,153
2025-01-23,71053,153,0,11,142
2025-01-24,71053,142,0,13,129
2025-01-25,71053,129,0,15,114
2025-01-26,71053,114,0,13,101
2025-01-27,71053,101,0,11,90
2025-01-28,71053,90,0,12,78
2025-01-29,71053,78,0,12,66
2025-01-30,71053,66,174,13,227
2025-01-31,71053,227,0,13,214
2025-02-01,71053,214,0,15,199
2025-02-02,71053,199,0,15,184
2025-02-03,71053,184,0,10,174
2025-02-04,71053,174,0,11,163
2025-02-05,71053,163,0,11,152
2025-02-06,71053,152,0,13,139
2025-02-07,71053,139,0,13,126
2025-02-08,71053,126,0,13,113
2025-02-09,71053,113,0,15,98
2025-02-10,71053,98,0,11,87
2025-02-11,71053,87,0,10,77
2025-02-12,71053,77,0,11,66
2025-02-13,71053,66,173,12,227
2025-02-14,71053,227,0,13,214
2025-02-15,71053,214,0,14,200
2025-02-16,71053,200,0,14,186
2025-02-17,71053,186,0,11,175
2025-02-18,71053,175,0,12,163
2025-02-19,71053,163,0,12,151
2025-02-20,71053,151,0,11,140
2025-02-21,71053,140,0,12,128
2025-02-22,71053,128,0,13,115
2025-02-23,71053,115,0,14,101
2025-02-24,71053,101,0,12,89
2025-02-25,71053,89,0,12,77
2025-02-26,71053,77,0,11,66
2025-02-27,71053,66,0,11,55
2025-02-28,71053,55,181,13,223
2025-03-01,71053,223,0,13,210
2025-03-02,71053,210,0,14,196
2025-03-03,71053,196,0,11,185
2025-03-04,71053,185,0,12,173
2025-03-05,71053,173,0,11,162
2025-03-06,71053,162,0,11,151
2025-03-07,71053,151,0,12,139
2025-03-08,71053,139,0,14,125
2025-03-09,71053,125,0,14,111
2025-03-10,71053,111,0,12,99
2025-03-11,71053,99,0,11,88
2025-03-12,71053,88,0,12,76
2025-03-13,71053,76,0,10,66
2025-03-14,71053,66,163,12,217
2025-03-15,71053,217,0,14,203
2025-03-16,71053,203,0,12,191
2025-03-17,71053,191,0,9,182
2025-03-18,71053,182,0,12,170
2025-03-19,71053,170,0,11,159
2025-03-20,71053,159,0,12,147
2025-03-21,71053,147,0,12,135
2025-03-22,71053,135,0,13,122
2025-03-23,71053,122,0,13,109
2025-03-24,71053,109,0,10,99
2025-03-25,71053,99,0,12,87
2025-03-26,71053,87,0,10,77
2025-03-27,71053,77,0,11,66
2025-03-28,71053,66,155,12,209
2025-03-29,71053,209,0,13,196
2025-03-30,71053,196,0,13,183
2025-03-31,71053,183,0,9,174
2025-04-01,71053,174,0,9,165
2025-04-02,71053,165,0,10,155
2025-04-03,71053,155,0,10,145
2025-04-04,71053,145,0,12,133
2025-04-05,71053,133,0,14,119
2025-04-06,71053,119,0,12,107
2025-04-07,71053,107,0,10,97
2025-04-08,71053,97,0,10,87
2025-04-09,71053,87,0,10,77
2025-04-10,71053,77,0,11,66
2025-04-11,71053,66,0,11,55
2025-04-12,71053,55,170,14,211
2025-04-13,71053,211,0,14,197
2025-04-14,71053,197,0,9,188
2025-04-15,71053,188,0,11,177
2025-04-16,71053,177,0,10,167
2025-04-17,71053,167,0,11,156
2025-04-18,71053,156,0,11,145
2025-04-19,71053,145,0,14,131
2025-04-20,71053,131,0,12,119
2025-04-21,71053,119,0,9,110
2025-04-22,71053,110,0,10,100
2025-04-23,71053,100,0,11,89
2025-04-24,71053,89,0,11,78
2025-04-25,71053,78,0,12,66
2025-04-26,71053,66,155,12,209
2025-04-27,71053,209,0,13,196
2025-04-28,71053,196,0,9,187
2025-04-29,71053,187,0,11,176
2025-04-30,71053,176,0,10,166
2025-05-01,71053,166,0,10,156
2025-05-02,71053,156,0,11,145
2025-05-03,71053,145,0,13,132
2025-05-04,71053,132,0,13,119
2025-05-05,71053,119,0,9,110
2025-05-06,71053,110,0,10,100
2025-05-07,71053,100,0,10,90
2025-05-08,71053,90,0,12,78
2025-05-09,71053,78,0,12,66
2025-05-10,71053,66,156,12,210
2025-05-11,71053,210,0,12,198
2025-05-12,71053,198,0,11,187
2025-05-13,71053,187,0,9,178
2025-05-14,71053,178,0,10,168
2025-05-15,71053,168,0,10,158
2025-05-16,71053,158,0,11,147
2025-05-17,71053,147,0,13,134
2025-05-18,71053,134,0,13,121
2025-05-19,71053,121,0,10,111
2025-05-20,71053,111,0,11,100
2025-05-21,71053,100,0,11,89
2025-05-22,71053,89,0,11,78
2025-05-23,71053,78,0,12,66
2025-05-24,71053,66,152,12,206
2025-05-25,71053,206,0,11,195
2025-05-26,71053,195,0,9,186
2025-05-27,71053,186,0,11,175
2025-05-28,71053,175,0,10,165
2025-05-29,71053,165,0,12,153
2025-05-30,71053,153,0,10,143
2025-05-31,71053,143,0,12,131
2025-06-01,71053,131,0,11,120
2025-06-02,71053,120,0,10,110
2025-06-03,71053,110,0,11,99
2025-06-04,71053,99,0,10,89
2025-06-05,71053,89,0,12,77
2025-06-06,71053,77,0,11,66
2025-06-07,71053,66,145,12,199
2025-06-08,71053,199,0,11,188
2025-06-09,71053,188,0,10,178
2025-06-10,71053,178,0,10,168
2025-06-11,71053,168,0,10,158
2025-06-12,71053,158,0,11,147
2025-06-13,71053,147,0,10,137
2025-06-14,71053,137,0,12,125
2025-06-15,71053,125,0,11,114
2025-06-16,71053,114,0,8,106
2025-06-17,71053,106,0,9,97
2025-06-18,71053,97,0,10,87
2025-06-19,71053,87,0,9,78
2025-06-20,71053,78,0,12,66
2025-06-21,71053,66,156,13,209
2025-06-22,71053,209,0,12,197
2025-06-23,71053,197,0,11,186
2025-06-24,71053,186,0,9,177
2025-06-25,71053,177,0,10,167
2025-06-26,71053,167,0,10,157
2025-06-27,71053,157,0,12,145
2025-06-28,71053,145,0,13,132
2025-06-29,71053,132,0,12,120
2025-06-30,71053,120,0,10,110
2025-07-01,71053,110,0,11,99
2025-07-02,71053,99,0,11,88
2025-07-03,71053,88,0,10,78
2025-07-04,71053,78,0,12,66
2025-07-05,71053,66,154,14,206
2025-07-06,71053,206,0,12,194
2025-07-07,71053,194,0,10,184
2025-07-08,71053,184,0,10,174
2025-07-09,71053,174,0,10,164
2025-07-10,71053,164,0,10,154
2025-07-11,71053,154,0,12,142
2025-07-12,71053,142,0,13,129
2025-07-13,71053,129,0,11,118
2025-07-14,71053,118,0,9,109
2025-07-15,71053,109,0,10,99
2025-07-16,71053,99,0,9,90
2025-07-17,71053,90,0,12,78
2025-07-18,71053,78,0,12,66
2025-07-19,71053,66,152,12,206
2025-07-20,71053,206,0,11,195
2025-07-21,71053,195,0,10,185
2025-07-22,71053,185,0,10,175
2025-07-23,71053,175,0,11,164
2025-07-24,71053,164,0,11,153
2025-07-25,71053,153,0,11,142
2025-07-26,71053,142,0,12,130
2025-07-27,71053,130,0,12,118
2025-07-28,71053,118,0,9,109
2025-07-29,71053,109,0,11,98
2025-07-30,71053,98,0,11,87
2025-07-31,71053,87,0,10,77
2025-08-01,71053,77,0,11,66
2025-08-02,71053,66,156,14,208
2025-08-03,71053,208,0,12,196
2025-08-04,71053,196,0,9,187
2025-08-05,71053,187,0,10,177
2025-08-06,71053,177,0,10,167
2025-08-07,71053,167,0,11,156
2025-08-08,71053,156,0,13,143
2025-08-09,71053,143,0,14,129
2025-08-10,71053,129,0,12,117
2025-08-11,71053,117,0,10,107
2025-08-12,71053,107,0,9,98
2025-08-13,71053,98,0,10,88
2025-08-14,71053,88,0,10,78
2025-08-15,71053,78,0,12,66
2025-08-16,71053,66,161,13,214
2025-08-17,71053,214,0,13,201
2025-08-18,71053,201,0,9,192
2025-08-19,71053,192,0,10,182
2025-08-20,71053,182,0,12,170
2025-08-21,71053,170,0,11,159
2025-08-22,71053,159,0,13,146
2025-08-23,71053,146,0,12,134
2025-08-24,71053,134,0,13,121
2025-08-25,71053,121,0,11,110
2025-08-26,71053,110,0,10,100
2025-08-27,71053,100,0,12,88
2025-08-28,71053,88,0,11,77
2025-08-29,71053,77,0,11,66
2025-08-30,71053,66,163,13,216
2025-08-31,71053,216,0,13,203
2025-09-01,71053,203,0,10,193
2025-09-02,71053,193,0,11,182
2025-09-03,71053,182,0,10,172
2025-09-04,71053,172,0,12,160
2025-09-05,71053,160,0,13,147
2025-09-06,71053,147,0,14,133
2025-09-07,71053,133,0,14,119
2025-09-08,71053,119,0,11,108
2025-09-09,71053,108,0,10,98
2025-09-10,71053,98,0,11,87
2025-09-11,71053,87,0,10,77
2025-09-12,71053,77,0,11,66
2025-09-13,71053,66,163,14,215
2025-09-14,71053,215,0,13,202
2025-09-15,71053,202,0,11,191
2025-09-16,71053,191,0,12,179
2025-09-17,71053,179,0,11,168
2025-09-18,71053,168,0,11,157
2025-09-19,71053,157,0,11,146
2025-09-20,71053,146,0,14,132
2025-09-21,71053,132,0,13,119
2025-09-22,71053,119,0,9,110
2025-09-23,71053,110,0,10,100
2025-09-24,71053,100,0,11,89
2025-09-25,71053,89,0,12,77
2025-09-26,71053,77,0,11,66
2025-09-27,71053,66,171,15,222
2025-09-28,71053,222,0,14,208
2025-09-29,71053,208,0,11,197
2025-09-30,71053,197,0,11,186
2025-10-01,71053,186,0,11,175
2025-10-02,71053,175,0,12,163
2025-10-03,71053,163,0,12,151
2025-10-04,71053,151,0,15,136
2025-10-05,71053,136,0,13,123
2025-10-06,71053,123,0,10,113
2025-10-07,71053,113,0,11,102
2025-10-08,71053,102,0,12,90
2025-10-09,71053,90,0,11,79
2025-10-10,71053,79,0,13,66
2025-10-11,71053,66,175,15,226
2025-10-12,71053,226,0,14,212
2025-10-13,71053,212,0,11,201
2025-10-14,71053,201,0,12,189
2025-10-15,71053,189,0,10,179
2025-10-16,71053,179,0,12,167
2025-10-17,71053,167,0,13,154
2025-10-18,71053,154,0,14,140
2025-10-19,71053,140,0,13,127
2025-10-20,71053,127,0,12,115
2025-10-21,71053,115,0,12,103
2025-10-22,71053,103,0,11,92
2025-10-23,71053,92,0,12,80
2025-10-24,71053,80,0,14,66
2025-10-25,71053,66,173,15,224
2025-10-26,71053,224,0,14,210
2025-10-27,71053,210,0,11,199
2025-10-28,71053,199,0,11,188
2025-10-29,71053,188,0,12,176
2025-10-30,71053,176,0,13,163
2025-10-31,71053,163,0,13,150
2025-11-01,71053,150,0,15,135
2025-11-02,71053,135,0,13,122
2025-11-03,71053,122,0,10,112
2025-11-04,71053,112,0,10,102
2025-11-05,71053,102,0,11,91
2025-11-06,71053,91,0,12,79
2025-11-07,71053,79,0,13,66
2025-11-08,71053,66,178,15,229
2025-11-09,71053,229,0,14,215
2025-11-10,71053,215,0,12,203
2025-11-11,71053,203,0,12,191
2025-11-12,71053,191,0,12,179
2025-11-13,71053,179,0,11,168
2025-11-14,71053,168,0,14,154
2025-11-15,71053,154,0,14,140
2025-11-16,71053,140,0,15,125
2025-11-17,71053,125,0,10,115
2025-11-18,71053,115,0,12,103
2025-11-19,71053,103,0,13,90
2025-11-20,71053,90,0,12,78
2025-11-21,71053,78,0,12,66
2025-11-22,71053,66,173,14,225
2025-11-23,71053,225,0,13,212
2025-11-24,71053,212,0,10,202
2025-11-25,71053,202,0,12,190
2025-11-26,71053,190,0,12,178
2025-11-27,71053,178,0,13,165
2025-11-28,71053,165,0,13,152
2025-11-29,71053,152,0,15,137
2025-11-30,71053,137,0,14,123
2025-12-01,71053,123,0,10,113
2025-12-02,71053,113,0,13,100
2025-12-03,71053,100,0,10,90
2025-12-04,71053,90,0,12,78
2025-12-05,71053,78,0,12,66
2025-12-06,71053,66,177,14,229
2025-12-07,71053,229,0,13,216
2025-12-08,71053,216,0,12,204
2025-12-09,71053,204,0,11,193
2025-12-10,71053,193,0,12,181
2025-12-11,71053,181,0,12,169
2025-12-12,71053,169,0,13,156
2025-12-13,71053,156,0,14,142
2025-12-14,71053,142,0,14,128
2025-12-15,71053,128,0,11,117
2025-12-16,71053,117,0,12,105
2025-12-17,71053,105,0,13,92
2025-12-18,71053,92,0,12,80
2025-12-19,71053,80,0,14,66
2025-12-20,71053,66,177,14,229
2025-12-21,71053,229,0,14,215
2025-12-22,71053,215,0,11,204
2025-12-23,71053,204,0,11,193
2025-12-24,71053,193,0,12,181
2025-12-25,71053,181,0,13,168
2025-12-26,71053,168,0,14,154
2025-12-27,71053,154,0,14,140
2025-12-28,71053,140,0,13,127
2025-12-29,71053,127,0,11,116
2025-12-30,71053,116,0,13,103
2025-12-31,71053,103,0,12,91
2026-01-01,71053,91,0,12,79
2026-01-02,71053,79,0,13,66
2026-01-03,71053,66,174,13,227
2026-01-04,71053,227,0,13,214
2026-01-05,71053,214,0,10,204
2026-01-06,71053,204,0,12,192
2026-01-07,71053,192,0,11,181
2026-01-08,71053,181,0,13,168
2026-01-09,71053,168,0,12,156
2026-01-10,71053,156,0,14,142
2026-01-11,71053,142,0,15,127
2026-01-12,71053,127,0,11,116
2026-01-13,71053,116,0,12,104
2026-01-14,71053,104,0,12,92
2026-01-15,71053,92,0,13,79
2026-01-16,71053,79,0,13,66
2026-01-17,71053,66,171,15,222
2026-01-18,71053,222,0,13,209
2026-01-19,71053,209,0,10,199
2026-01-20,71053,199,0,12,187
2026-01-21,71053,187,0,11,176
2026-01-22,71053,176,0,11,165
2026-01-23,71053,165,0,13,152
2026-01-24,71053,152,0,15,137
2026-01-25,71053,137,0,13,124
2026-01-26,71053,124,0,10,114
2026-01-27,71053,114,0,10,104
2026-01-28,71053,104,0,11,93
2026-01-29,71053,93,0,13,80
2026-01-30,71053,80,0,14,66
2026-01-31,71053,66,175,14,227
2026-02-01,71053,227,0,14,213
2026-02-02,71053,213,0,10,203
2026-02-03,71053,203,0,12,191
2026-02-04,71053,191,0,11,180
2026-02-05,71053,180,0,12,168
2026-02-06,71053,168,0,12,156
2026-02-07,71053,156,0,14,142
2026-02-08,71053,142,0,15,127
2026-02-09,71053,127,0,12,115
2026-02-10,71053,115,0,11,104
2026-02-11,71053,104,0,11,93
2026-02-12,71053,93,0,13,80
2026-02-13,71053,80,0,14,66
2026-02-14,71053,66,172,15,223
2026-02-15,71053,223,0,14,209
2026-02-16,71053,209,0,11,198
2026-02-17,71053,198,0,12,186
2026-02-18,71053,186,0,11,175
2026-02-19,71053,175,0,12,163
2026-02-20,71053,163,0,12,151
2026-02-21,71053,151,0,14,137
2026-02-22,71053,137,0,14,123
2026-02-23,71053,123,0,10,113
2026-02-24,71053,113,0,11,102
2026-02-25,71053,102,0,12,90
2026-02-26,71053,90,0,11,79
2026-02-27,71053,79,0,13,66
2026-02-28,71053,66,168,13,221
2026-03-01,71053,221,0,14,207
2026-03-02,71053,207,0,11,196
2026-03-03,71053,196,0,10,186
2026-03-04,71053,186,0,12,174
2026-03-05,71053,174,0,11,163
2026-03-06,71053,163,0,11,152
2026-03-07,71053,152,0,15,137
2026-03-08,71053,137,0,13,124
2026-03-09,71053,124,0,12,112
2026-03-10,71053,112,0,10,102
2026-03-11,71053,102,0,12,90
2026-03-12,71053,90,0,12,78
2026-03-13,71053,78,0,12,66
2026-03-14,71053,66,161,15,212
2026-03-15,71053,212,0,12,200
2026-03-16,71053,200,0,10,190
2026-03-17,71053,190,0,10,180
2026-03-18,71053,180,0,10,170
2026-03-19,71053,170,0,10,160
2026-03-20,71053,160,0,11,149
2026-03-21,71053,149,0,14,135
2026-03-22,71053,135,0,13,122
2026-03-23,71053,122,0,11,111
2026-03-24,71053,111,0,10,101
2026-03-25,71053,101,0,11,90
2026-03-26,71053,90,0,11,79
2026-03-27,71053,79,0,13,66
2026-03-28,71053,66,164,13,217
2026-03-29,71053,217,0,12,205
2026-03-30,71053,205,0,11,194
2026-03-31,71053,194,0,12,182
2026-04-01,71053,182,0,11,171
2026-04-02,71053,171,0,10,161
2026-04-03,71053,161,0,13,148
2026-04-04,71053,148,0,14,134
2026-04-05,71053,134,0,12,122
2026-04-06,71053,122,0,10,112
2026-04-07,71053,112,0,10,102
2026-04-08,71053,102,0,12,90
2026-04-09,71053,90,0,12,78
2026-04-10,71053,78,0,12,66
2026-04-11,71053,66,156,14,208
2026-04-12,71053,208,0,12,196
2026-04-13,71053,196,0,9,187
2026-04-14,71053,187,0,11,176
2026-04-15,71053,176,0,11,165
2026-04-16,71053,165,0,10,155
2026-04-17,71053,155,0,12,143
2026-04-18,71053,143,0,12,131
2026-04-19,71053,131,0,12,119
2026-04-20,71053,119,0,10,109
2026-04-21,71053,109,0,10,99
2026-04-22,71053,99,0,10,89
2026-04-23,71053,89,0,11,78
2026-04-24,71053,78,0,12,66
2026-04-25,71053,66,154,14,206
2026-04-26,71053,206,0,13,193
2026-04-27,71053,193,0,10,183
2026-04-28,71053,183,0,9,174
2026-04-29,71053,174,0,11,163
2026-04-30,71053,163,0,10,153
2026-05-01,71053,153,0,11,142
2026-05-02,71053,142,0,14,128
2026-05-03,71053,128,0,13,115
2026-05-04,71053,115,0,9,106
2026-05-05,71053,106,0,10,96
2026-05-06,71053,96,0,10,86
2026-05-07,71053,86,0,10,76
2026-05-08,71053,76,0,10,66
2026-05-09,71053,66,151,12,205
2026-05-10,71053,205,0,12,193
2026-05-11,71053,193,0,8,185
2026-05-12,71053,185,0,9,176
2026-05-13,71053,176,0,10,166
2026-05-14,71053,166,0,10,156
2026-05-15,71053,156,0,10,146
2026-05-16,71053,146,0,14,132
2026-05-17,71053,132,0,12,120
2026-05-18,71053,120,0,9,111
2026-05-19,71053,111,0,11,100
2026-05-20,71053,100,0,10,90
2026-05-21,71053,90,0,12,78
2026-05-22,71053,78,0,12,66
2026-05-23,71053,66,154,13,207
2026-05-24,71053,207,0,13,194
2026-05-25,71053,194,0,10,184
2026-05-26,71053,184,0,9,175
2026-05-27,71053,175,0,11,164
2026-05-28,71053,164,0,11,153
2026-05-29,71053,153,0,11,142
2026-05-30,71053,142,0,12,130
2026-05-31,71053,130,0,12,118
2026-06-01,71053,118,0,10,108
2026-06-02,71053,108,0,11,97
2026-06-03,71053,97,0,11,86
2026-06-04,71053,86,0,9,77
2026-06-05,71053,77,0,11,66
2026-06-06,71053,66,152,13,205
2026-06-07,71053,205,0,11,194
2026-06-08,71053,194,0,10,184
2026-06-09,71053,184,0,9,175
2026-06-10,71053,175,0,11,164
2026-06-11,71053,164,0,11,153
2026-06-12,71053,153,0,11,142
2026-06-13,71053,142,0,13,129
2026-06-14,71053,129,0,13,116
2026-06-15,71053,116,0,9,107
2026-06-16,71053,107,0,10,97
2026-06-17,71053,97,0,10,87
2026-06-18,71053,87,0,10,77
2026-06-19,71053,77,0,11,66
2026-06-20,71053,66,156,14,208
2026-06-21,71053,208,0,13,195
2026-06-22,71053,195,0,10,185
2026-06-23,71053,185,0,9,176
2026-06-24,71053,176,0,9,167
2026-06-25,71053,167,0,12,155
2026-06-26,71053,155,0,12,143
2026-06-27,71053,143,0,13,130
2026-06-28,71053,130,0,12,118
2026-06-29,71053,118,0,10,108
2026-06-30,71053,108,0,10,98
2026-07-01,71053,98,0,10,88
2026-07-02,71053,88,0,11,77
2026-07-03,71053,77,0,11,66
2026-07-04,71053,66,0,11,55
2026-07-05,71053,55,161,11,205
2026-07-06,71053,205,0,10,195
2026-07-07,71053,195,0,10,185
2026-07-08,71053,185,0,10,175
2026-07-09,71053,175,0,9,166
2026-07-10,71053,166,0,12,154
2026-07-11,71053,154,0,13,141
2026-07-12,71053,141,0,12,129
2026-07-13,71053,129,0,9,120
2026-07-14,71053,120,0,11,109
2026-07-15,71053,109,0,9,100
2026-07-16,71053,100,0,10,90
2026-07-17,71053,90,0,11,79
2026-07-18,71053,79,0,13,66
2026-07-19,71053,66,156,13,209
2026-07-20,71053,209,0,10,199
2026-07-21,71053,199,0,9,190
2026-07-22,71053,190,0,11,179
2026-07-23,71053,179,0,10,169
2026-07-24,71053,169,0,13,156
2026-07-25,71053,156,0,13,143
2026-07-26,71053,143,0,12,131
2026-07-27,71053,131,0,9,122
2026-07-28,71053,122,0,10,112
2026-07-29,71053,112,0,10,102
2026-07-30,71053,102,0,12,90
2026-07-31,71053,90,0,12,78
2026-08-01,71053,78,0,12,66
2026-08-02,71053,66,156,13,209
2026-08-03,71053,209,0,10,199
2026-08-04,71053,199,0,9,190
2026-08-05,71053,190,0,10,180
2026-08-06,71053,180,0,10,170
2026-08-07,71053,170,0,12,158
2026-08-08,71053,158,0,12,146
2026-08-09,71053,146,0,13,133
2026-08-10,71053,133,0,9,124
2026-08-11,71053,124,0,9,115
2026-08-12,71053,115,0,12,103
2026-08-13,71053,103,0,11,92
2026-08-14,71053,92,0,12,80
2026-08-15,71053,80,0,14,66
2026-08-16,71053,66,91,13,144
2026-08-17,71053,144,0,9,135
2026-08-18,71053,135,0,10,125
2026-08-19,71053,125,0,11,114
2026-08-20,71053,114,0,11,103
2026-08-21,71053,103,0,12,91
2026-08-22,71053,91,0,12,79
2026-08-23,71053,79,0,13,66
2026-08-24,71053,66,243,9,300
2026-08-25,71053,300,0,10,290
2026-08-26,71053,290,0,12,278
2026-08-27,71053,278,0,12,266
2026-08-28,71053,266,0,11,255
2026-08-29,71053,255,0,13,242
2026-08-30,71053,242,0,13,229
2026-08-31,71053,229,0,11,218
2026-09-01,71053,218,0,11,207
2026-09-02,71053,207,0,10,197
2026-09-03,71053,197,0,12,185
2026-09-04,71053,185,0,13,172
2026-09-05,71053,172,0,14,158
2026-09-06,71053,158,0,13,145
2026-09-07,71053,145,0,11,134
2026-09-08,71053,134,0,12,122
2026-09-09,71053,122,0,12,110
2026-09-10,71053,110,0,10,100
2026-09-11,71053,100,0,13,87
2026-09-12,71053,87,0,14,73
2026-09-13,71053,73,0,14,59
2024-09-14,84406B,377,0,15,362
2024-09-15,84406B,362,0,14,348
2024-09-16,84406B,348,0,10,338
2024-09-17,84406B,338,0,12,326
2024-09-18,84406B,326,0,12,314
2024-09-19,84406B,314,0,12,302
2024-09-20,84406B,302,0,13,289
2024-09-21,84406B,289,0,15,274
2024-09-22,84406B,274,0,14,260
2024-09-23,84406B,260,0,12,248
2024-09-24,84406B,248,0,11,237
2024-09-25,84406B,237,0,10,227
2024-09-26,84406B,227,0,13,214
2024-09-27,84406B,214,0,13,201
2024-09-28,84406B,201,0,15,186
2024-09-29,84406B,186,0,14,172
2024-09-30,84406B,172,0,12,160
2024-10-01,84406B,160,0,12,148
2024-10-02,84406B,148,0,10,138
2024-10-03,84406B,138,0,13,125
2024-10-04,84406B,125,0,13,112
2024-10-05,84406B,112,0,15,97
2024-10-06,84406B,97,0,13,84
2024-10-07,84406B,84,0,11,73
2024-10-08,84406B,73,188,11,250
2024-10-09,84406B,250,0,11,239
2024-10-10,84406B,239,0,12,227
2024-10-11,84406B,227,0,14,213
2024-10-12,84406B,213,0,14,199
2024-10-13,84406B,199,0,14,185
2024-10-14,84406B,185,0,11,174
2024-10-15,84406B,174,0,12,162
2024-10-16,84406B,162,0,13,149
2024-10-17,84406B,149,0,11,138
2024-10-18,84406B,138,0,13,125
2024-10-19,84406B,125,0,14,111
2024-10-20,84406B,111,0,15,96
2024-10-21,84406B,96,0,12,84
2024-10-22,84406B,84,0,12,72
2024-10-23,84406B,72,191,11,252
2024-10-24,84406B,252,0,12,240
2024-10-25,84406B,240,0,13,227
2024-10-26,84406B,227,0,14,213
2024-10-27,84406B,213,0,14,199
2024-10-28,84406B,199,0,11,188
2024-10-29,84406B,188,0,12,176
2024-10-30,84406B,176,0,12,164
